1	0.0000010100
2	0.0000007200
3	0.0000005600
4	0.0000005400
5	0.0000004900
6	0.0000004700
7	0.0000004600
8	0.0000004500
9	0.0000004400
10	0.0000004200
11	0.0000004300
12	0.0000004500
13	0.0000004100
14	0.0000004500
15	0.0000004200
16	0.0000004300
17	0.0000004400
18	0.0000004300
19	0.0000004500
20	0.0000004400
21	0.0000004500
22	0.0000004800
23	0.0000004400
24	0.0000004500
25	0.0000004500
26	0.0000004600
27	0.0000005500
28	0.0000004800
29	0.0000004800
30	0.0000004500
31	0.0000004700
32	0.0000004700
33	0.0000004900
34	0.0000004800
35	0.0000004900
36	0.0000005100
37	0.0000005400
38	0.0000005300
39	0.0000005200
40	0.0000005400
41	0.0000005300
42	0.0000005700
43	0.0000005400
44	0.0000005500
45	0.0000005500
46	0.0000006000
47	0.0000005600
48	0.0000005800
49	0.0000005900
50	0.0000006300
51	0.0000006100
52	0.0000006000
53	0.0000006000
54	0.0000006500
55	0.0000006100
56	0.0000005900
57	0.0000006700
58	0.0000006300
59	0.0000006500
60	0.0000006200
61	0.0000006900
62	0.0000006700
63	0.0000006600
64	0.0000009000
65	0.0000006600
66	0.0000006900
67	0.0000007000
68	0.0000006800
69	0.0000006800
70	0.0000006900
71	0.0000007500
72	0.0000007300
73	0.0000007300
74	0.0000007200
75	0.0000008100
76	0.0000007400
77	0.0000007500
78	0.0000007600
79	0.0000007400
80	0.0000007800
81	0.0000007700
82	0.0000008100
83	0.0000007800
84	0.0000008100
85	0.0000008400
86	0.0000008400
87	0.0000008300
88	0.0000008900
89	0.0000008500
90	0.0000009000
91	0.0000008500
92	0.0000008800
93	0.0000009200
94	0.0000008800
95	0.0000008500
96	0.0000008400
97	0.0000008600
98	0.0000009000
99	0.0000008900
100	0.0000009400
101	0.0000009200
102	0.0000009000
103	0.0000009900
104	0.0000009500
105	0.0000009700
106	0.0000009400
107	0.0000009900
108	0.0000009700
109	0.0000009500
110	0.0000009800
111	0.0000009600
112	0.0000010400
113	0.0000010200
114	0.0000010100
115	0.0000009700
116	0.0000010500
117	0.0000010300
118	0.0000010400
119	0.0000010400
120	0.0000010200
121	0.0000012100
122	0.0000010000
123	0.0000010900
124	0.0000010500
125	0.0000011100
126	0.0000010700
127	0.0000011100
128	0.0000010800
129	0.0000011400
130	0.0000011000
131	0.0000011500
132	0.0000011100
133	0.0000011700
134	0.0000011300
135	0.0000011400
136	0.0000011400
137	0.0000011400
138	0.0000011500
139	0.0000012400
140	0.0000011900
141	0.0000011700
142	0.0000012100
143	0.0000011800
144	0.0000012000
145	0.0000015100
146	0.0000011700
147	0.0000011700
148	0.0000011900
149	0.0000012200
150	0.0000012000
151	0.0000012200
152	0.0000012000
153	0.0000012500
154	0.0000012300
155	0.0000012500
156	0.0000012700
157	0.0000012300
158	0.0000013000
159	0.0000012800
160	0.0000012800
161	0.0000013000
162	0.0000012900
163	0.0000013100
164	0.0000012800
165	0.0000013300
166	0.0000013100
167	0.0000016400
168	0.0000012800
169	0.0000013500
170	0.0000013200
171	0.0000013400
172	0.0000013400
173	0.0000013300
174	0.0000013500
175	0.0000013400
176	0.0000014500
177	0.0000013800
178	0.0000013700
179	0.0000014200
180	0.0000014000
181	0.0000013800
182	0.0000014300
183	0.0000014600
184	0.0000013800
185	0.0000014700
186	0.0000014500
187	0.0000014300
188	0.0000014700
189	0.0000014200
190	0.0000014100
191	0.0000014800
192	0.0000014700
193	0.0000015000
194	0.0000014600
195	0.0000014900
196	0.0000015100
197	0.0000014800
198	0.0000015100
199	0.0000015300
200	0.0000015400
201	0.0000014800
202	0.0000015600
203	0.0000015400
204	0.0000015000
205	0.0000015200
206	0.0000015800
207	0.0000021000
208	0.0000015300
209	0.0000015300
210	0.0000015700
211	0.0000015900
212	0.0000015400
213	0.0000015500
214	0.0000016100
215	0.0000016100
216	0.0000016300
217	0.0000015800
218	0.0000016600
219	0.0000016400
220	0.0000016500
221	0.0000016500
222	0.0000016800
223	0.0000016800
224	0.0000016700
225	0.0000018900
226	0.0000016800
227	0.0000017400
228	0.0000017100
229	0.0000016900
230	0.0000016800
231	0.0000016900
232	0.0000016900
233	0.0000017300
234	0.0000017400
235	0.0000017300
236	0.0000017400
237	0.0000020100
238	0.0000020700
239	0.0000020200
240	0.0000021000
241	0.0000017800
242	0.0000019700
243	0.0000017500
244	0.0000018100
245	0.0000016500
246	0.0000016800
247	0.0000017200
248	0.0000017200
249	0.0000022600
250	0.0000017600
251	0.0000017600
252	0.0000016900
253	0.0000017500
254	0.0000016900
255	0.0000017000
256	0.0000018400
257	0.0000019400
258	0.0000021100
259	0.0000018500
260	0.0000018100
261	0.0000019100
262	0.0000022700
263	0.0000016900
264	0.0000018100
265	0.0000017900
266	0.0000020400
267	0.0000018200
268	0.0000018500
269	0.0000018000
270	0.0000018100
271	0.0000018100
272	0.0000018200
273	0.0000018400
274	0.0000023100
275	0.0000018700
276	0.0000018500
