1	0.000648	0.000497
2	0.000005	0.000003
3	0.000003	0.000003
4	0.000006	0.000089
5	0.000003	0.000002
6	0.000003	0.000002
7	0.000003	0.000003
8	0.000002	0.000002
9	0.000002	0.000002
10	0.000003	0.000002
11	0.000003	0.000002
12	0.000003	0.000003
13	0.000002	0.000003
14	0.000002	0.000002
15	0.000003	0.000003
16	0.000003	0.000002
17	0.000002	0.000002
18	0.000002	0.000002
19	0.000004	0.000005
20	0.000003	0.000002
21	0.000004	0.000004
22	0.000003	0.000003
23	0.000003	0.000003
24	0.000003	0.000003
25	0.000002	0.000003
26	0.000002	0.000002
27	0.000003	0.000001
28	0.000003	0.000003
29	0.000002	0.000002
30	0.000003	0.000002
31	0.000002	0.000002
32	0.000002	0.000003
33	0.000003	0.000002
34	0.000003	0.000002
35	0.000003	0.000002
36	0.000002	0.000003
37	0.000003	0.000002
38	0.000003	0.000003
39	0.000002	0.000003
40	0.000003	0.000002
41	0.000002	0.000003
42	0.000003	0.000002
43	0.000003	0.000003
44	0.000007	0.000007
45	0.000003	0.000003
46	0.000005	0.000007
47	0.000005	0.000003
48	0.000004	0.000002
49	0.000003	0.000002
50	0.000008	0.000008
51	0.000005	0.000004
52	0.000002	0.000002
53	0.000003	0.000003
54	0.000003	0.000003
55	0.000004	0.000003
56	0.000003	0.000002
57	0.000006	0.000004
58	0.000004	0.000003
59	0.000002	0.000002
60	0.000004	0.000003
61	0.000002	0.000001
62	0.000004	0.000003
63	0.000003	0.000002
64	0.000003	0.000004
65	0.000003	0.000004
66	0.000003	0.000002
67	0.000002	0.000003
68	0.000004	0.000004
69	0.000004	0.000003
70	0.000004	0.000003
71	0.000002	0.000003
72	0.000003	0.000003
73	0.000004	0.000003
74	0.000003	0.000004
75	0.000004	0.000003
76	0.000004	0.000007
77	0.000003	0.000003
78	0.000004	0.000002
79	0.000004	0.000002
80	0.000004	0.000004
81	0.000003	0.000003
82	0.000003	0.000003
83	0.000008	0.000005
84	0.000002	0.000003
85	0.000003	0.000004
86	0.000004	0.000004
87	0.000004	0.000003
88	0.000004	0.000003
89	0.000004	0.000004
90	0.000004	0.000004
91	0.000002	0.000003
92	0.000005	0.000003
93	0.000003	0.000004
94	0.000005	0.000009
95	0.000003	0.000002
96	0.000003	0.000004
97	0.000004	0.000005
98	0.000004	0.000004
99	0.000003	0.000001
100	0.000002	0.000001
101	0.000003	0.000003
102	0.000002	0.000004
103	0.000002	0.000003
104	0.000002	0.000003
105	0.000004	0.000002
106	0.000004	0.000003
107	0.000003	0.000004
108	0.000004	0.000005
109	0.000003	0.000004
110	0.000002	0.000007
111	0.000006	0.000004
112	0.000006	0.000002
113	0.000004	0.000005
114	0.000005	0.000002
115	0.000003	0.000003
116	0.000002	0.000005
117	0.000002	0.000004
118	0.000003	0.000002
119	0.000004	0.000004
120	0.000005	0.000004
121	0.000003	0.000004
122	0.000003	0.000005
123	0.000005	0.000005
124	0.000004	0.000004
125	0.000006	0.000003
126	0.000005	0.000005
127	0.000004	0.000004
128	0.000004	0.000005
129	0.000004	0.000003
130	0.000004	0.000004
131	0.000006	0.000005
132	0.000003	0.000004
133	0.000005	0.000005
134	0.000003	0.000002
135	0.000002	0.000005
136	0.000004	0.000003
137	0.000005	0.000006
138	0.000004	0.000005
139	0.000005	0.000005
140	0.000009	0.000021
141	0.000004	0.000006
142	0.000005	0.000003
143	0.000004	0.000004
144	0.000022	0.000024
145	0.000010	0.000012
146	0.000004	0.000003
147	0.000005	0.000005
148	0.000015	0.000014
149	0.000006	0.000005
150	0.000004	0.000007
151	0.000003	0.000006
152	0.000003	0.000005
153	0.000004	0.000007
154	0.000006	0.000004
155	0.000005	0.000005
156	0.000004	0.000005
157	0.000005	0.000003
158	0.000004	0.000004
159	0.000008	0.000004
160	0.000005	0.000004
161	0.000006	0.000004
162	0.000003	0.000003
163	0.000006	0.000003
164	0.000005	0.000002
165	0.000005	0.000006
166	0.000003	0.000005
167	0.000002	0.000005
168	0.000006	0.000006
169	0.000004	0.000005
170	0.000008	0.000008
171	0.000006	0.000005
172	0.000002	0.000004
173	0.000004	0.000003
174	0.000005	0.000007
175	0.000004	0.000004
176	0.000002	0.000004
177	0.000005	0.000004
178	0.000012	0.000009
179	0.000003	0.000004
180	0.000003	0.000004
181	0.000008	0.000003
182	0.000004	0.000005
183	0.000008	0.000006
184	0.000005	0.000005
185	0.000003	0.000002
186	0.000002	0.000003
187	0.000004	0.000006
188	0.000003	0.000007
189	0.000006	0.000005
190	0.000005	0.000006
191	0.000005	0.000003
192	0.000003	0.000004
193	0.000008	0.000004
194	0.000005	0.000002
195	0.000004	0.000003
196	0.000004	0.000002
197	0.000004	0.000005
198	0.000005	0.000004
199	0.000005	0.000005
